1144,1153.54,1150.36,1196.21
1273.33,1249.05,1287.96,1299.39
1096.58,1091.41,1157.17,1226.07
1215.7,1263.99,1225.86,1278.96
1166.61,1180.53,1184.18,1297.13
1289.05,1234.23,1147.76,1299.27
1042.39,1027.41,1022.42,977.718
1101.68,1110.68,989.173,874.909
1236.58,1223.55,1203.73,1226.32
827.79,1037.19,797.898,943.709
849.051,834.346,793.591,729.489
1130.01,1284.2,1137.85,1122.77
848.213,807.073,560.379,792.188
507.721,669.587,1112.39,699.359
374.947,892.253,400.517,207.036
1259.89,1240.09,1159.41,1257.61
1276.52,1317.32,1231.85,1280.58
542.18,706.619,434.558,99.8826
505.724,490.751,403.517,253.874
279.649,265.919,225.89,190.268
186.764,266.663,155.247,106.826
227.926,131.669,142.713,75.6597
179.939,214.904,128.385,65.2168
497.099,319.178,156.817,198.306
121.964,87.2205,107.287,95.942
444.192,268.834,163.509,182.212
88.8677,118.2,51.3223,53.5355
91.4528,75.5391,57.4803,37.1225
98.8521,56.2146,34.8556,52.1633
90.7101,69.2303,40.2159,73.0325
81.6366,60.175,72.293,66.8751
69.1166,63.1433,46.0382,46.9051
68.1248,62.3974,45.783,50.7239
80.2202,68.1812,65.9079,40.0547
72.9378,62.4296,41.0796,22.1564
49.1728,50.0752,49.8701,25.2293
